DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
752.1,748.5,941.9,930.1,942.8,879.4,1005,1070,1210,1210,1140,1245,2256,2647,3399,3913,1645,3947,2200,2300,2239,3486,1516,3958,401.1,8,7.6,15,12,3,28.2,598
696.5,654.4,684.3,654.8,652.6,639.7,1005,1070,1215,1200,1140,1130,2587,2455,2733,3224,1604,3336,2600,2200,2001,2450,1600,3298,487.4,9.6,7,15,12,4,24,620
1045.5,1003,1236.2,1171,1172.5,1151.3,1005,1070,1215,1205,1150,1245,2293,2627,2855,6999,1918,5473,2460,2792,2838,7446,1916,5457,541.2,10.4,11.2,16.6,23.9,10.6,43.8,597
986.3,1051.8,1232.3,1204.8,1151.1,1150,1005,1070,1215,1205,1150,1245,2517,2975,2831,9788,1916,5470,2495,2943,2880,9743,1916,5457,544.5,9.7,12.3,18,26.6,10.9,44.1,602
1023.7,1071.2,1239.5,1203.7,1165,1140.8,1005,1070,1215,1205,1150,1245,2493,2937,2884,6770,2083,4914,2495,2943,2880,6894,2080,4911,582,14.7,13.9,16.8,22.3,13.2,40.8,598
890.6,908.9,998.8,991.4,1064.1,1000.8,1005,1070,1210,1210,1140,1245,1974,2320,2945,3213,1516,4703,2200,2300,2239,3050,1516,4677,514.9,8,7.5,15,10.8,3.6,33.9,600
989.8,1028.7,1218.8,1199.5,1138.4,1162.8,1005,1070,1220,1210,1140,1245,3504,3993,3304,13026,1878,6531,3535,4169,3278,13106,1889,6548,548.6,17.7,17.6,18.2,35,10.2,50.3,597
989.9,1038.8,1220.3,1184.7,1145.1,1123.8,1005,1070,1215,1205,1150,1245,2455,2974,3621,10497,1918,4907,2495,2943,3545,10459,1916,4911,537.7,11.1,12.8,16.6,25.9,9.2,38.7,600
1007.5,1052.2,1229.3,1206.1,1126.5,1153.7,1005,1070,1215,1200,1150,1130,3373,4156,4914,12963,2304,6074,3333,4169,4809,12728,2299,6080,521.2,13.4,14.4,20.3,30.7,13.3,44.9,624
728.7,714.6,798.8,791,845.9,771,1050.2,1070,1200,1180,1120,1100,2302,2872,2482,4221,1898,3775,2303,2897,2484,4224,1900,3778,420.9,10.2,8.6,8.8,14.6,8.3,30.3,500
1016.2,1012.7,1218.7,1203,1152.1,1171.2,1005,1070,1215,1200,1140,1130,2806,3547,2683,11045,1643,5074,2869,3586,2378,11089,1588,5158,524.1,10.7,12.1,15,26.7,4.6,38,618
809.1,822.9,952.5,943.3,946.5,895.1,1005,1070,1210,1210,1140,1245,2207,2524,3273,3773,1573,3940,2200,2300,2239,3069,1516,3958,435.5,8,7,15,12,3,28.6,602
961.5,1021.9,1207,1191.8,1148.7,1178.2,1005,1070,1215,1200,1150,1130,3339,4189,7167,14916,2626,6583,3333,4169,7139,14817,2627,6548,495,12,13.9,26.8,34.4,16.4,47.3,618
830.2,839.4,926.4,921.2,959.2,917.2,1005,1070,1210,1210,1140,1245,2100,2402,3135,3745,1524,3953,2200,2300,2239,2615,1516,3958,479.4,8,7,15,12,3,29.3,600
477.3,458.3,553.6,519.5,527.3,508.2,1005,1070,1210,1210,1140,1245,2389,2600,3439,4812,2350,1827,2200,2300,2239,2562,1298,1400,359.4,8,7.6,15,15,10,6,600
1086.1,1101.6,1273.3,1224.8,1221.2,1199.8,1005,1070,1220,1200,1255,1245,2286,2187,2844,3220,1445,4317,1900,1814,2381,2721,1359,3778,533.8,8,7,15,12,3,29.3,601
1066,1058.1,1246.5,1202.3,1183,1130,1005,1070,1215,1200,1150,1130,1931,2239,2559,3583,1438,4287,1765,2207,2073,3508,1174,4287,538.3,7,7,15,12.5,3,32.7,619
900.6,933.3,1125.4,1103,1067.5,1085.2,1005,1070,1215,1200,1140,1130,12128,14811,12824,15420,6417,9187,12114,14855,12820,15383,6410,9188,426.8,32,43.6,34.3,29,38.4,50.1,1002
1031.3,992,1217.2,1161.9,1150.8,1171.3,1005,1070,1220,1190,1160,1230,3081,3341,3630,11424,3328,6660,3535,3811,3856,11524,3426,6735,542,16,17.6,20.5,31.9,29.2,55.3,499
729,712.6,790.6,786.5,835.6,762.9,1050.2,1070,1200,1180,1120,1100,2412,2881,2500,4265,1900,3780,2303,2897,2484,4224,1900,3778,424.5,10.8,9.6,8.8,14,8.4,30.2,500
729.6,714.4,799.7,791.9,851.4,773,1050.2,1070,1200,1180,1120,1100,2341,2912,2478,4229,1899,3783,2303,2897,2484,4224,1900,3778,418.2,10,10.1,8.3,14.4,8.3,30.6,499
1013,1062.7,1216.5,1204.9,1136.4,1162,1005,1070,1220,1210,1140,1245,3543,4096,4560,13061,2382,6544,3535,4169,4654,13113,2418,6548,518,12.2,14.3,21.5,33,14.3,48.3,601
1047.2,1009.6,1222,1188.1,1163.6,1155.6,1005,1070,1220,1190,1160,1230,2482,2664,3653,6750,2031,5573,2696,2803,3073,7281,2122,5899,523.7,10.1,9.9,18,23.2,13.4,47.6,499
958.7,987.4,1172.4,1136.8,1002.8,1006.2,1050.2,1070,1200,1180,1120,1100,1891,2885,3277,5911,3267,5917,1406,1621,3245,5892,3277,5918,460.1,10,8.4,12.6,18,24,46.3,500
997.8,1061.2,1222.7,1210.4,1141.8,1166.2,1005,1070,1220,1210,1140,1245,3519,4181,5048,14618,2837,6562,3535,4169,4966,14681,2827,6548,543.4,17.7,14.4,20.8,38.9,19.8,49.3,600
996.1,1070.1,1210.9,1194.4,1148.3,1110.7,1005,1070,1220,1195,1160,1130,1809,2261,3647,7065,1685,5020,1801,2218,3353,6379,1640,4695,549.4,10.8,10.3,17.5,18.6,8.4,39.4,501
1014.9,1070.9,1239.8,1205.4,1162.2,1143.1,1005,1070,1215,1205,1150,1245,2465,2806,2964,6957,2054,4867,2495,2943,2880,7024,2080,4911,572.1,14.7,13.3,16.3,22.5,13.1,40.8,588
1017.3,1067,1219.8,1210.1,1138.3,1165.2,1005,1070,1220,1210,1140,1245,3566,4181,4155,12217,1969,6561,3529,4169,4181,12269,1968,6535,541.3,16.9,18.4,21.4,32.3,10.9,50.8,603
958.4,987.7,1172.8,1134.9,1006.1,1012.4,1050.2,1070,1200,1180,1120,1100,1899,2654,3287,5913,3276,5917,1406,2018,3245,5892,3277,5918,460.7,10,7,11.6,17.5,24,46.4,498
1008.3,1050.4,1229.2,1202.9,1125.6,1153.1,1005,1070,1215,1200,1150,1130,3369,4178,4649,12734,2298,6085,3333,4169,4519,12641,2299,6080,520.7,13.1,14.4,20.2,30.3,13.3,44.8,620
897.9,917.4,1008.8,998.5,1038,993.5,1005,1070,1210,1210,1140,1245,1920,2326,2941,3085,1476,3580,2200,2300,2239,3050,1201,3598,523.2,8,7,15,11.8,3,26.7,598
1043.8,1017.8,1225.9,1187.3,1153.1,1103.1,1005,1070,1210,1200,1140,1130,1636,1998,1922,6622,1205,4629,1604,1791,1555,6611,970,4624,564.4,11.1,7,15,20.9,3,40.6,499
1021.5,1037.2,1233.5,1201.8,1202,1157.3,1005,1070,1210,1200,1145,1130,1934,2242,2260,5610,1437,4287,1765,2207,1837,5546,1389,4287,536.3,7,7,15,15.7,3,32.7,614
1059.6,1077.3,1219,1196.5,1163,1101,1005,1070,1200,1190,1130,1130,1831,2041,1788,5294,1237,4288,1871,2018,1739,5375,1022,4287,563,8.6,7.2,16.3,19.3,3,37.9,499
1033,1029.9,1231.6,1189.4,1196.3,1146.2,1005,1070,1215,1200,1150,1130,1946,2312,2715,4996,1451,4232,1765,2207,2196,4849,1174,4208,520.2,7,7,15,14.2,3,32.2,618
910.1,942.2,1136.2,1111.6,1085.4,1107.9,1005,1070,1215,1200,1140,1130,12590,15302,12955,15482,6536,9406,12114,14855,12820,15383,6410,9188,426.3,29.5,41.3,32.1,26.1,35.9,47.3,1138
999.9,1051.5,1216,1200.4,1125.9,1157.2,1005,1070,1215,1200,1150,1130,3287,4181,7151,14953,2295,6064,3333,4169,7066,14805,2299,6080,517.7,14.1,16.1,27.2,34.6,13.2,44.1,617
986.1,1049.3,1217.2,1208.8,1129.7,1154.5,1005,1070,1220,1210,1140,1245,3537,4050,4543,13987,1812,6564,3535,4169,4585,13940,1887,6548,517.1,12.4,15.4,19.6,33.9,8.6,48,601
976.6,1053.5,1214.8,1194,1138.6,1147.4,1005,1070,1220,1200,1140,1130,2985,3308,5355,10836,2057,5778,2440,2892,5390,10564,1893,5263,527.1,10.1,11.6,25.7,28.8,11.1,43.6,506
969.3,1047,1194,1178.1,1136.4,1169.4,1005,1070,1220,1200,1145,1130,3202,3854,6689,12851,3802,6137,2979,3592,6580,12898,3773,5993,520.8,13.3,15,27.8,35.4,32.1,48.5,501
786.2,726.9,882.6,886,654.9,609.5,1005,1070,1215,1200,1140,1130,2640,2281,2608,7493,1600,3302,2600,2200,2001,2450,1600,3298,508.5,10.8,7,15,20.2,4.7,24.6,620
897.6,916.7,1003.5,993.2,1067.4,1006.6,1005,1070,1210,1210,1140,1245,1963,2296,2975,2989,1516,4677,2200,2300,2239,3050,1516,4677,517.9,8,9.4,15,12.7,3.6,34.2,601
493.5,471.7,575.5,502.1,547,507.5,1005,1070,1210,1210,1140,1245,0,0,0,0,0,0,2200,2300,2239,2562,1298,1400,406.4,8,7.6,15,15,10,6,24
721.8,705.3,812.9,808.9,856.5,779.9,1050.2,1070,1200,1180,1120,1100,1904,3023,2054,3101,1443,3770,1881,3009,2000,2215,1424,3778,413.6,10,12.3,8,13,8,38.1,299
981.6,1059.9,1216.8,1199.8,1133.1,1162.2,1005,1070,1220,1210,1140,1245,3523,4186,6789,14857,2657,6570,3535,4169,6695,14817,2722,6548,541.4,17.2,17.9,25.9,36,18.2,48.2,604
1067,1074.9,1278.3,1256.3,1150,1170.3,1005,1070,1250,1230,1250,1245,2965,3489,4309,11269,1977,6551,3031,3564,4065,11134,1970,6548,525.3,15.8,14.3,18.1,27.1,10,49.4,607
998.6,1063.3,1222.7,1211.7,1142.8,1167.4,1005,1070,1220,1210,1140,1245,3540,4240,4611,13493,2380,6532,3535,4169,4594,13339,2362,6548,549.7,17.6,14.4,20.4,32.2,14.5,49.1,600
1086.1,1061.9,1237,1187.5,1161.3,1102.1,1005,1070,1200,1190,1160,1130,2007,2063,2248,4670,1312,4611,1871,2018,1818,4568,1061,4617,528.5,8,7,15,15,3,38.1,500
1014.6,1066.3,1221.6,1211.2,1143.2,1167.4,1005,1070,1220,1210,1140,1245,3552,4045,4438,12907,1849,6546,3535,4169,4407,12875,1824,6548,519.2,12,14.1,19.5,31.4,7.7,48.3,603
1040.5,1057.2,1215.1,1196.7,1193.3,1155.3,1005,1070,1210,1200,1145,1130,2125,2457,2185,7768,1653,5165,2433,2969,1861,8142,1820,5615,486.6,9.4,11.2,15,22.9,7.1,40.2,619
680.4,624.1,684.9,627.7,581.9,537.7,1005,1070,1215,1200,1140,1130,2458,2166,2058,4920,1547,3199,2600,2200,2001,2450,1600,3298,483.6,11.8,9.6,16.1,20.2,11.9,33.8,321
996.1,999.3,1213,1170.1,1140.4,1159.4,1005,1070,1210,1200,1145,1130,3336,4174,3912,14058,2292,6574,3333,4169,3832,13993,2299,6548,500.6,14.7,16.1,18.1,33.5,13,47.4,620
894.4,913.5,999.2,991.6,1065.1,1005,1005,1070,1210,1210,1140,1245,1965,2270,2960,3108,1517,4669,2200,2300,2239,3050,1516,4677,516.3,8,8.4,15,11.4,3.5,34.2,601
1085.9,1098.5,1266.5,1215.9,1184.4,1170,1005,1070,1220,1200,1255,1245,2258,2169,2820,3207,1444,3606,1818,2018,2275,2568,1299,3598,540.4,8,7,15,12,3,27.9,601
986.3,1050.2,1212.7,1202.7,1153.7,1133,1005,1070,1220,1200,1160,1130,1908,2287,4514,8429,2873,5054,2221,2516,4757,8885,3192,5594,576.9,14.3,10.9,26.5,29.4,29.5,49.4,498
1027.3,1055.7,1246.9,1207.1,1182.2,1149,1005,1070,1215,1205,1150,1245,2446,2911,2850,7691,1915,5453,2495,2943,2880,7554,1916,5457,540.4,12.5,11.9,16.3,20.2,9.2,41.6,600
1021.8,994.9,1214.7,1160.7,1152.2,1187.6,1005,1070,1220,1190,1160,1230,3486,3994,4097,11437,3559,6722,3535,3811,4037,11524,3644,6735,546.1,18.5,14.5,20.3,31.4,31.9,55.3,499
1043.4,1043.2,1231.6,1199.3,1166.3,1105.3,1005,1070,1210,1200,1140,1130,1573,2054,2094,5750,1245,4596,1604,1773,1708,5772,1017,4624,560.8,8.2,7,15,19.9,3,39.9,494
520.8,468.8,655.9,673.6,599.2,570.9,1005,1070,1210,1210,1140,1245,2381,2669,3549,4990,2414,1876,2200,2300,2239,2562,1298,1400,331.9,8,7.6,15,15,10,6,600
1032.6,1051.9,1228,1203.2,1150.3,1164.2,1005,1070,1215,1200,1150,1130,2726,3528,2510,10214,1487,5093,2624,3261,2028,10279,1365,4887,508.1,9.4,11,15,26.1,3,36,617
1032.6,1057.5,1218.3,1207.6,1142.2,1168.4,1005,1070,1220,1200,1150,1245,2992,3553,3832,10124,2230,5982,2672,3345,3779,10315,2238,5876,573.2,11.4,13.1,18.7,29.8,14.9,47.7,603
949.3,1041.8,1191.8,1189.7,1129.2,1150.7,1005,1070,1215,1205,1150,1245,2498,2917,5035,10493,2466,5634,2495,2943,5039,10459,2463,5612,521.1,9.7,10.5,21.4,26.4,15,42.9,602
999.5,1072.5,1221.6,1204.1,1142.7,1177.1,1005,1070,1220,1210,1140,1245,3490,4167,6855,14982,3184,6539,3535,4169,6895,14817,3169,6548,534.9,15,16.7,27.2,34.5,22.4,48.1,598
1022.6,1052.7,1208.4,1187.9,1148.4,1143.9,1005,1070,1215,1200,1150,1130,2564,3132,2469,7495,1527,5769,2314,2965,1957,7632,1507,5627,538.8,9.3,10.2,15,21.3,4.2,41.4,622
652.3,519.3,845.5,798.3,878.8,729.3,1005,1070,1210,1210,1140,1245,2429,2694,3606,4046,1771,2524,2200,2300,2239,3399,1516,2518,334.7,8,7.6,15,12,3,12.7,604
482.8,460.1,562.6,493.1,534.1,496.2,1005,1070,1210,1210,1140,1245,2365,2514,3315,4609,2273,1766,2200,2300,2239,2562,1298,1400,392.2,8,7.6,15,15,10,6,592
957.7,1009.8,1155.4,1116.2,1062.6,1062.3,1050.2,1070,1200,1180,1120,1100,1879,2594,4479,6132,4406,6331,1406,2207,4605,6052,4426,6346,470,10,7,17.6,16.9,36.5,49.6,500
988,1047.2,1217.8,1188.8,1147,1114.6,1005,1070,1215,1205,1150,1245,2448,2966,3066,10462,1912,4908,2495,2943,3055,10459,1916,4911,549.6,13.4,12.1,17.2,26.2,9.4,38.8,600
771.4,716.3,861.6,865,665.3,630.4,1005,1070,1215,1200,1140,1130,2585,2325,2707,7453,1600,3327,2600,2200,2001,2450,1600,3298,498.5,11.1,7,15,20.2,4.1,24,619
806.9,774.7,1023.6,990.2,979.7,905.8,1005,1070,1215,1200,1140,1130,2621,2254,2565,4406,1702,4285,2600,2200,2001,4261,1700,4287,500.5,10.1,7,15,13.1,5.9,31.9,599
795.2,814.1,952.8,944,948.1,889.4,1005,1070,1210,1210,1140,1245,2210,2517,3313,3799,1589,3928,2200,2300,2239,3078,1516,3958,429.1,8,7,15,12,3,28.5,600
982.7,1017.8,1213.4,1188.7,1149,1155.9,1005,1070,1215,1200,1150,1130,3316,4111,2575,13505,1642,5883,3108,3880,2073,13697,1586,5657,520.2,12.9,14.8,15,34.6,5,42,619
1080.1,1086.1,1261.3,1207.6,1166.9,1133.6,1005,1070,1215,1205,1150,1245,2116,2427,2802,4380,1906,5031,2115,2468,2440,4678,1916,5067,558.2,8,9.9,15,17,9.6,39.7,595
990.7,1018.9,1195,1169.8,1131.1,1153.1,1005,1070,1210,1200,1145,1130,3199,3967,3184,12938,1939,5980,2927,3735,2965,12288,1801,5557,528.6,12.5,14.8,16,29.3,8.1,41.4,622
723.4,708.5,796.9,789.3,850.2,772.6,1050.2,1070,1200,1180,1120,1100,2304,2909,2493,4170,1900,3772,2303,2897,2484,4224,1900,3778,419.4,10,8.9,9.3,15.2,8.2,30.3,499
969.9,1021.4,1170.5,1117.9,1070.4,1066.4,1050.2,1070,1200,1180,1120,1100,1867,2597,5135,5772,4431,6332,1406,2207,5129,5793,4426,6346,473.4,10,7,19.4,18.3,36.3,49.9,499
948.7,1040.9,1191.2,1190.3,1132,1152.2,1005,1070,1215,1205,1150,1245,2492,2909,5063,10507,2463,5607,2495,2943,5039,10459,2463,5612,521.2,9.7,10.8,21,25.6,15,43,602
764.9,724.6,901.1,890.8,880.5,821.5,1005,1070,1215,1200,1140,1130,2589,2275,2596,4805,1595,4283,2600,2200,2001,4648,1600,4287,486.2,9.9,7,15,13.4,4.5,31.4,600
965.2,1048.4,1221,1214.6,1147.6,1159.5,1005,1070,1215,1205,1150,1245,2487,2947,3756,9079,1917,5422,2495,2943,3778,9213,1916,5457,524.5,9.4,13,18.7,25.1,9.1,42,602
1091.6,1086.4,1231.9,1224.9,1257.8,1230.3,1005,1070,1250,1230,1260,1245,2277,2193,4539,3341,3024,5081,1865,1989,4500,3395,3163,5277,522.6,8,7,20.6,12.6,22.3,40.3,598
1154.3,1164.5,1271.6,1254.8,1150.8,1134.4,1005,1070,1220,1210,1150,1245,2114,2211,3092,3303,1456,5025,1942,2235,2503,3143,1296,5037,544.9,8,8,15,11.8,3,38.3,598
726.2,711.6,804.8,795.3,860.7,778.6,1050.2,1070,1200,1180,1120,1100,2312,2902,2485,4204,1899,3777,2303,2897,2484,4224,1900,3778,418.9,10,9.7,10.1,13.9,8.3,30.4,500
1027.7,1024,1218.9,1195.2,1167.8,1139.7,1005,1070,1215,1205,1150,1245,2473,2876,2932,8563,1916,5063,2495,2943,2880,8647,1916,5067,518.8,10.1,12.3,15.4,23.3,8.8,39,600
991,1066.4,1221,1200.4,1139.6,1176.1,1005,1070,1220,1210,1140,1245,3595,4150,6877,14603,3146,6537,3535,4169,6909,14817,3161,6548,545.7,16.6,18.2,26.6,37.7,22.7,48.5,598
1060.7,1065.7,1229.4,1175.6,1181.9,1098.8,1005,1070,1200,1180,1160,1130,1972,2070,2096,4204,1303,4286,1871,2018,1692,4117,1053,4287,539.6,8,7,15,14.8,3,35.5,501
1001.7,1001.9,1219,1181.4,1141.8,1161.5,1005,1070,1215,1200,1150,1130,3174,3952,3703,12399,2216,5887,3032,3797,3648,12237,2247,5735,510.4,10.4,13.2,18,29.7,12.7,41.7,617
988.7,1028.6,1216.2,1163.5,1151.4,1152.2,1005,1070,1220,1190,1160,1230,3426,3460,3795,9803,2267,5659,3087,3222,3817,10065,2267,5651,521.7,11.7,12.2,18.3,27.5,14.8,46.7,502
1082.2,1064.3,1237.5,1207.6,1143.7,1150.2,1005,1070,1220,1210,1140,1245,2732,3220,3138,8139,1522,5708,2757,3216,3182,8167,1513,5725,538.2,14.9,13.8,16.5,22.3,4.3,43.4,599
633,638.3,717.1,698.5,690.4,687.7,1005,1070,1210,1210,1140,1245,2316,2424,2967,4261,2070,1603,2200,2300,2239,2562,1298,1400,512.8,8,7.6,15,15,10,6,600
773,733.1,917.1,905.4,892.2,839.3,1005,1070,1215,1200,1140,1130,2571,2269,2576,4805,1606,4289,2600,2200,2001,4648,1600,4287,490,10.7,7,15,13.2,4.4,31.5,603
721.4,705.8,801.5,788.9,857.2,777.7,1050.2,1070,1200,1180,1120,1100,2354,3078,2197,5461,1798,3739,1881,3009,2000,5366,1424,3778,414.5,10,10.5,8,15.3,8,31.7,452
1021.3,1053.7,1246.8,1218.8,1164.5,1183.6,1005,1070,1220,1200,1160,1230,3571,3825,3611,11555,1372,6546,3535,3811,2930,11312,1370,6548,544.4,16.2,14.3,18,29.7,4.3,53.5,502
732.3,716.8,798.2,798.6,828.8,758,1050.2,1070,1200,1180,1120,1100,2295,2923,2515,4288,1898,3775,2303,2897,2484,4300,1900,3778,424.9,12.9,10.1,9.3,15.8,8.2,30.3,499
1013.5,1068.5,1221.7,1212.5,1142,1169.4,1005,1070,1220,1210,1140,1245,3501,4206,4497,13098,2209,6565,3535,4169,4526,13096,2196,6548,533.7,14.9,17.4,20.1,32.6,12.1,48.2,600
998.9,1027.6,1215.7,1203.6,1181,1168.7,1005,1070,1210,1200,1145,1130,2065,2602,2252,7691,1488,4535,1893,2426,1763,7154,1392,4287,536.5,7,8.1,15,18.2,3,32.5,620
1066.1,1056.6,1258.8,1206.4,1174.1,1147,1005,1070,1215,1200,1150,1130,1920,2233,2563,4089,1435,4282,1765,2207,2076,4044,1177,4287,535.9,7,7,15,13.9,3,32.7,617
868.7,896.9,1010,1018.8,1071.7,1039.8,1005,1070,1215,1200,1140,1130,2550,2304,2611,2981,1599,3295,2600,2200,2001,2450,1600,3298,506.4,12.1,7,15,12,4.6,25.4,620
836.6,840.6,926.4,925.2,958.8,918.4,1005,1070,1210,1210,1140,1245,2085,2384,3112,3631,1513,3951,2200,2300,2239,2615,1516,3958,485,8,7,15,12,3.1,29.2,599
1011.6,1065.7,1221.5,1208.7,1138,1162.2,1005,1070,1220,1210,1140,1245,3603,4243,4562,12592,2304,6548,3535,4169,4513,12711,2309,6548,521.4,12.4,15.7,19.4,32.4,13.4,49.1,602
1015.5,1064.2,1218.4,1208.6,1136.5,1161.9,1005,1070,1220,1210,1140,1245,3490,4046,4740,12703,2167,6554,3535,4169,4596,12650,2201,6548,529.2,13.4,15.7,19.5,32.5,13.3,50.1,602
665.3,531.7,860.5,812.6,905.1,755.2,1005,1070,1210,1210,1140,1245,2423,2677,3596,4035,1757,2511,2200,2300,2239,3399,1516,2518,337.9,8,7.6,15,12,3,12.8,599
1093.7,1092.8,1297.8,1260.4,1231.4,1252.4,1005,1070,1250,1230,1250,1245,3012,3601,2783,9115,4263,5433,3015,3573,2586,8056,4245,5337,569.6,16.5,15.8,15.2,20.5,37.7,44.2,600
984,1054.1,1224.7,1216.7,1155.9,1178.8,1005,1070,1220,1210,1140,1245,3529,4274,4947,14150,1954,6542,3535,4169,4929,13908,1844,6548,549.6,17.1,16.2,20.3,32.9,9.1,48.6,595
692.7,638.3,704.9,637.5,594.7,548.2,1005,1070,1215,1200,1140,1130,3213,2505,2110,3476,1793,3689,2600,2200,2001,2450,1600,3298,484.8,14.8,14,19.8,20.2,20.9,45.2,172
1010.7,1020.7,1210.8,1185.6,1170,1183.1,1005,1070,1220,1200,1160,1230,3548,3875,3782,14707,1369,6537,3535,3811,3079,14817,1369,6548,521.1,17.3,16.9,18,40.9,4,53.1,501
885.6,903.1,992.4,983.7,1053.2,993.1,1005,1070,1210,1210,1140,1245,1985,2285,2962,3029,1516,4346,2200,2300,2239,3050,1517,4317,512.4,8,7.2,15,12.6,3.6,31.5,601
1097.9,1092.8,1288.4,1258,1227,1259.5,1005,1070,1255,1230,1250,1245,2861,3559,2454,11646,4216,5601,3030,3573,2599,11094,4269,5504,567.7,16.4,15.8,18.8,28.6,37.8,45,593
1007.6,1056,1227.2,1215.9,1144.3,1169.2,1005,1070,1220,1210,1140,1245,3560,4134,4819,14135,2315,6534,3535,4169,4710,14008,2286,6548,547.9,17.1,18.5,20.4,34.8,13.5,48.8,599
855.8,839.4,1085.9,1058.2,1042.8,984,1005,1070,1215,1200,1140,1130,2611,2245,2428,4277,1698,4297,2600,2200,2001,4261,1700,4287,499.5,9.9,7,15,14.6,6.5,32.2,600
961,1024.6,1205.3,1192.5,1148.3,1177.5,1005,1070,1215,1200,1150,1130,3322,4130,7106,14808,2630,6519,3333,4169,7139,14817,2627,6548,494.8,12.1,14.1,27.4,35.6,16.3,47.5,621
742.7,734.3,931.7,919.3,935.5,867.9,1005,1070,1210,1210,1140,1245,2138,2559,3056,3575,1529,3931,2200,2300,2239,3486,1516,3958,374.4,8,7.6,15,12,3,29.4,500
996.1,1064.9,1228.6,1202,1168.2,1161.2,1005,1070,1220,1195,1150,1130,2514,2975,4887,10678,2683,4919,2612,3080,4593,10176,2490,4810,525.3,12.3,13,21.4,27.5,17.7,39.6,503
994.6,1025.3,1218.1,1200.6,1129.9,1158.2,1005,1070,1215,1200,1150,1130,3322,4187,3792,14321,2300,6085,3333,4169,3768,14343,2299,6080,515.3,14.6,16,17.7,35,13.1,44.3,619
1043.8,1061.1,1217.3,1196.9,1197.8,1154.2,1005,1070,1210,1200,1145,1130,2121,2375,2214,6153,1538,4483,2079,2501,1887,6887,1592,4912,484.6,7,7.6,15,19.8,3.7,35.2,622
952.6,1045.4,1210.9,1199.1,1147,1142.2,1005,1070,1220,1200,1145,1130,2269,2777,4782,10118,2572,5095,2507,2980,5251,10627,2812,5620,558.3,11.9,12.1,28.5,33.6,24.5,48.6,497
853.7,915.1,1099.6,1094.3,1012.6,1043.4,1005,1070,1215,1200,1140,1130,8877,10977,9361,11374,4722,6781,8947,10971,9467,11361,4734,6786,475.3,28.6,39.8,35.7,28,37.8,49.2,597
829,800.6,948.1,962.3,891.3,819.7,1050.2,1070,1200,1180,1120,1100,1928,2890,2094,4378,1841,4203,1406,2897,1696,4375,1768,4206,432.7,10,8.9,8,15.3,8,33.9,501
1025.3,1054.9,1253.7,1202.8,1164,1173.5,1005,1070,1220,1205,1150,1245,2230,2685,2843,7984,2626,6577,2139,2690,2880,7915,2627,6548,520.4,8,10.2,16.1,20.8,16.7,48.4,601
999.6,1070.3,1236.1,1216.2,1149.9,1157.6,1005,1070,1215,1205,1150,1245,2438,2988,3068,7139,2075,4898,2495,2943,2880,7186,2080,4911,560.8,13.8,12.3,15.6,21.6,11.6,39.4,598
1048.3,1001.4,1219.3,1190.1,1162,1143,1005,1070,1210,1200,1145,1130,1981,2322,2097,5924,1473,4292,1784,2207,1710,6029,1403,4325,532.4,7,7.1,15,19,3,32.3,620
987,1049.3,1216.7,1198.2,1126.7,1160,1005,1070,1215,1200,1150,1130,3320,4170,7075,14871,1965,6069,3333,4169,7064,14817,1970,6080,511.9,12.9,16.3,26.4,34.5,9.4,43.9,618
1008.4,998.8,1209.4,1174.8,1168.9,1146.5,1005,1070,1210,1200,1145,1130,1871,2508,1991,7957,1406,4300,2046,2412,1697,8589,1462,4510,521.3,9.1,8.5,15,26.1,3.7,35.2,618
1034.1,1046.4,1224.2,1201.6,1154.6,1170.8,1005,1070,1220,1200,1150,1245,2337,3122,3730,9810,1896,5647,2633,3257,3830,9942,1894,5771,547.5,14.3,14,21.5,27.1,10.2,46.3,596
773.9,734.6,917.7,905.3,890.9,841.2,1005,1070,1215,1200,1140,1130,2564,2278,2589,4642,1598,4279,2600,2200,2001,4648,1600,4287,490.7,11,7,15,14.4,4.5,31.6,600
1057.3,1021.7,1223.2,1189.3,1145.9,1158.5,1005,1070,1220,1195,1160,1230,2972,3139,3659,6679,1925,5932,2559,2782,2916,6683,1927,5624,521.1,10.2,12,18,19.9,11.1,45.7,501
882.8,893,982.5,975.8,1051,991.1,1005,1070,1210,1210,1140,1245,1989,2310,2974,2976,1516,4293,2200,2300,2239,3050,1516,4317,508.9,8,7,15,12.6,3.3,31.9,601
1035.1,1055.5,1218.4,1205.2,1144.7,1167.6,1005,1070,1220,1200,1150,1245,2819,3395,3479,9892,2236,5793,2667,3326,3800,10143,2297,5865,570.1,10,12.6,20.9,29.9,15.6,47.6,601
1051.5,1085,1242.6,1205.5,1144.3,1137.9,1005,1070,1215,1205,1140,1245,2654,3114,2763,6832,1944,5897,2409,2904,2780,6427,1861,5681,544.6,13,11.3,17.9,17.9,9.7,45.3,599
